,GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,TRACTA,NAME_E,fire_per_tract,total_males,total_females,total_pop,pop_above_25,educ_pop_above_25_HS_or_above,educ_pop_above_25_bach_or_above,med_income_past_12_month,num_HH,total_fam_HH_householder,total_nonfam_HH_householder,total_pop_over16,total_pop_over16_labor_force,total_pop_over16_NOT_labor_force,total_housing_units,total_occupied_housing_units,total_vacant_housing_units,av_HH_size_total,av_HH_size_owner,av_HH_size_renter,med_yr_built,med_rent,med_house_value_owner,male_per_HH,female_per_HH,educ_HS_per_HH,educ_bach_per_HH,med_pop_per_HH,famHH_per_HH,non-famHH_per_HH,pop_over16_per_HH,pop_over16_labor_force_per_HH,pop_over16_NOT_labor_force_per_HH,occupied_HH_per_total_housing_units,vacancy_per_total_housing_unit,prediction,fire_score
663,G1700310170200,2011-2015,Illinois,17,Cook County,31,170200,"Census Tract 1702, Cook County, Illinois",14,2280,1886,4166,2953,2263,763,0.757397578,1238,991,247,3341,2265,1076,1328,1238,90,3.36,0.938501666,0.399564145,-0.686594065,-0.221463913,-0.099824099,0.491351878,0.182650439,0.847913048,0.161150508,0.443741064,1.278006282,-1.278006282,2.698707593,1.230699889,0.051790042,0.781542615,-0.781542615,19.74300598,0.015947501
664,G1700310190601,2011-2015,Illinois,17,Cook County,31,190601,"Census Tract 1906.01, Cook County, Illinois",14,2033,2662,4695,2684,1914,346,-0.200937289,1175,880,295,3207,2362,845,1335,1175,160,4,1.488526091,2.048547762,0.043755118,0.391720958,-0.375261412,0.374029709,1.983494737,0.378553045,-0.659382278,0.959957354,0.97351879,-0.97351879,2.729361702,1.771977057,-0.095828004,0.203704445,-0.203704445,31.61862459,0.026909468
665,G1700310220300,2011-2015,Illinois,17,Cook County,31,220300,"Census Tract 2203, Cook County, Illinois",14,1261,1128,2389,1712,1537,1066,1.166620442,946,407,539,1959,1634,325,984,946,38,2.51,0.03589748,-0.410953227,-0.686594065,0.785413517,1.199321889,-0.044066623,-0.620662338,0.368646518,1.462723148,-0.243632281,-0.909005347,0.909005347,2.070824524,0.924205838,-0.46547348,1.105008835,-1.105008835,22.56437362,0.023852403
666,G1700310240600,2011-2015,Illinois,17,Cook County,31,240600,"Census Tract 2406, Cook County, Illinois",14,737,742,1479,1013,894,671,1.622598705,616,317,299,1180,994,186,657,616,41,2.4,-0.542333327,-0.355055477,1.106081201,1.140782022,0.863441389,-0.187791419,-0.591162723,-0.040395897,1.366955618,-0.345457808,-0.410600876,0.410600876,1.915584416,0.583718015,-0.506417977,0.841082863,-0.841082863,23.29937199,0.037823656
667,G1700310271800,2011-2015,Illinois,17,Cook County,31,271800,"Census Tract 2718, Cook County, Illinois",14,587,758,1345,672,612,38,-0.897441918,298,257,41,839,366,473,374,298,76,4.51,4.012997174,2.383934261,-0.686594065,-0.517604334,-0.670591418,0.626199813,2.65833113,1.380316372,-1.085014204,1.383707871,1.643824091,-1.643824091,2.815436242,-0.571198409,0.758515593,-0.721189506,0.721189506,47.86858057,0.160632821
668,G1700310301702,2011-2015,Illinois,17,Cook County,31,301702,"Census Tract 3017.02, Cook County, Illinois",14,2351,1915,4266,2517,1097,98,-0.762605379,1087,936,151,3049,1876,1173,1148,1087,61,3.92,1.403906949,1.992650012,-0.686594065,-0.726644631,-0.776940825,0.829373766,0.760935717,-1.083064082,-1.180262172,0.901690904,1.635964775,-1.635964775,2.804967801,0.919945826,0.258435891,0.943925871,-0.943925871,25.25561808,0.023234239
669,G1700310340600,2011-2015,Illinois,17,Cook County,31,340600,"Census Tract 3406, Cook County, Illinois",14,387,530,917,540,310,30,-1.43384701,401,198,203,726,369,357,432,401,31,2.29,1.361597378,-0.466850976,0.84049968,-2.322318898,0.000251457,-0.431283873,-0.306878314,-1.63997011,-1.219379278,-0.438929958,-0.533727333,0.533727333,1.810473815,-1.494021906,0.072585744,0.737292242,-0.737292242,34.67510968,0.086471595
670,G1700310360200,2011-2015,Illinois,17,Cook County,31,360200,"Census Tract 3602, Cook County, Illinois",14,655,889,1544,785,618,113,-1.062895703,637,412,225,1090,657,433,711,637,74,2.42,-0.880809896,-0.243259977,3.36352413,-0.583800428,-0.211529232,-0.364795695,-0.127526903,-1.175107155,-0.957855255,-0.326722754,0.37011149,-0.37011149,1.711145997,-1.160841113,-0.134603788,0.378694621,-0.378694621,32.8718996,0.051604238
671,G1700310520100,2011-2015,Illinois,17,Cook County,31,520100,"Census Tract 5201, Cook County, Illinois",14,1035,1116,2151,1142,758,106,-0.515065703,569,443,126,1431,918,513,704,569,135,3.77,0.642334667,2.509704198,-0.686594065,-0.726644631,-0.944498523,0.467460131,1.245312731,-0.32137449,-0.935171112,0.783616375,1.148494709,-1.148494709,2.514938489,0.582880258,0.083713976,-0.5941784,0.5941784,37.15910796,0.065305989
672,G1700310580200,2011-2015,Illinois,17,Cook County,31,580200,"Census Tract 5802, Cook County, Illinois",14,1520,1500,3020,1792,992,175,-0.612158569,817,627,190,2219,1430,789,1035,817,218,3.7,1.657764376,1.168158204,-0.686594065,-0.691804581,-0.436469703,0.511123543,0.941129535,-0.599585175,-0.864025116,0.714967107,1.082828528,-1.082828528,2.716034272,0.993220264,0.14684407,-0.803511372,0.803511372,30.08367946,0.036822129
673,G1700310590700,2011-2015,Illinois,17,Cook County,31,590700,"Census Tract 5907, Cook County, Illinois",14,1586,1758,3344,1941,1246,345,-0.181254774,995,787,208,2377,1646,731,1085,995,90,3.35,0.261548526,1.419698078,-0.686594065,-0.545476373,-0.19240164,0.230630653,0.773322962,-0.509815475,-0.526134439,0.440220448,1.221715024,-1.221715024,2.388944724,0.705472354,-0.080549571,0.613134228,-0.613134228,26.28456351,0.026416647
674,G1700310610400,2011-2015,Illinois,17,Cook County,31,610400,"Census Tract 6104, Cook County, Illinois",14,996,1044,2040,1046,596,41,-1.043854189,579,415,164,1327,891,436,700,579,121,3.52,0.698747429,1.34982589,-0.686594065,-1.228341344,-0.900122512,0.363498659,0.861349312,-1.035514598,-1.229580148,0.573246274,0.783418802,-0.783418802,2.291882556,0.359666441,-0.062491242,-0.384428619,0.384428619,35.41120897,0.061159256
675,G1700310720600,2011-2015,Illinois,17,Cook County,31,720600,"Census Tract 7206, Cook County, Illinois",14,878,838,1716,1131,1095,741,2.416799496,591,423,168,1304,908,396,650,591,59,2.9,0.289754907,-1.668652596,-0.686594065,-0.78935672,1.025643362,0.116587216,-0.073336331,0.906505355,1.786392632,0.065933385,0.777411681,-0.777411681,2.20642978,0.352232384,-0.144148175,0.526369112,-0.526369112,16.72281608,0.028295797
676,G1700310750300,2011-2015,Illinois,17,Cook County,31,750300,"Census Tract 7503, Cook County, Illinois",14,1293,1256,2549,1715,1636,827,1.370685137,940,701,239,1953,1305,648,1000,940,60,2.71,-0.034618472,-0.424927664,-0.089035643,-0.040295656,0.152660103,0.000719301,-0.271753685,0.641495039,0.83285233,-0.091108273,0.954667247,-0.954667247,2.077659574,-0.0914621,-0.125143233,0.867765854,-0.867765854,21.86122752,0.023256625
677,G1700310823002,2011-2015,Illinois,17,Cook County,31,823002,"Census Tract 8230.02, Cook County, Illinois",14,2956,2881,5837,4010,3719,531,0.333054621,2145,1512,633,4573,3661,912,2241,2145,96,2.69,-0.006412091,-0.22928554,0.7741043,-0.217979908,-0.458657709,0.003410252,-0.25488029,0.625867959,-0.778990764,-0.083323775,0.713376248,-0.713376248,2.131934732,0.862743422,-0.38514384,1.058184796,-1.058184796,22.82355593,0.010640352
678,G1700310839600,2011-2015,Illinois,17,Cook County,31,839600,"Census Tract 8396, Cook County, Illinois",14,825,921,1746,1453,1216,520,-1.007053165,853,307,546,1603,827,776,992,853,139,1.87,-0.65515885,-1.417112722,2.234802665,-0.904328883,-0.022548631,-0.429086837,-0.894075439,-0.101106726,0.144060328,-0.635294045,-1.324410247,1.324410247,1.879249707,-1.346245216,0.091733495,-0.021207858,0.021207858,36.72000746,0.043048074
679,G1700310840000,2011-2015,Illinois,17,Cook County,31,840000,"Census Tract 8400, Cook County, Illinois",14,1346,1413,2759,1913,1609,593,0.339351518,992,658,334,2212,1501,711,1044,992,52,2.78,-0.119237615,0.343666395,1.371662722,-0.402632171,0.516084335,-0.018938786,-0.057661395,0.36213738,0.113898259,-0.03417918,0.467719656,-0.467719656,2.22983871,0.282496124,-0.0982048,0.980845351,-0.980845351,22.63921507,0.022821789
680,G1700310030701,2011-2015,Illinois,17,Cook County,31,30701,"Census Tract 307.01, Cook County, Illinois",13,988,733,1721,1357,1146,512,-0.615363576,935,196,739,1527,1068,459,968,935,33,1.62,-1.938549177,-1.31929166,-0.288221784,-0.75451667,-0.597906572,-0.334875534,-1.61178898,-0.572533379,-0.014054633,-0.804123321,-2.212090031,2.212090031,1.63315508,-0.8287056,-0.32045119,1.155237429,-1.155237429,38.33748825,0.041002661
681,G1700310031800,2011-2015,Illinois,17,Cook County,31,31800,"Census Tract 318, Cook County, Illinois",13,859,907,1766,1417,1248,949,0.291691175,933,332,601,1534,1293,241,980,933,47,1.89,-1.374421561,-0.983905162,-0.686594065,-0.061199685,0.347761533,-0.478017369,-1.155149851,-0.30849997,1.183047526,-0.7614132,-1.348420522,1.348420522,1.644158628,-0.098790379,-0.549367954,1.001363453,-1.001363453,28.19806086,0.030223002
682,G1700310140301,2011-2015,Illinois,17,Cook County,31,140301,"Census Tract 1403.01, Cook County, Illinois",13,1577,1221,2798,1849,1245,507,-0.246523803,740,580,160,2160,1596,564,921,740,181,3.78,1.601351615,1.503544702,-0.686594065,-0.597736448,-0.398214521,0.79595357,0.489805706,0.50472126,0.336598962,0.784242358,1.179357294,-1.179357294,2.918918919,2.211065771,-0.05349636,-0.647038544,0.647038544,21.00914554,0.028390737
683,G1700310150502,2011-2015,Illinois,17,Cook County,31,150502,"Census Tract 1505.02, Cook County, Illinois",13,2450,2270,4720,3371,2764,592,0.011083366,1535,1020,515,3855,2277,1578,1648,1535,113,3.06,0.303858097,0.665078456,-0.221826403,-0.148299809,-0.014132491,0.232863433,0.074427258,0.783534843,-0.426874424,0.206206106,0.474740866,-0.474740866,2.511400651,0.193454639,0.208141869,0.772700951,-0.772700951,28.00239723,0.018242604
684,G1700310170100,2011-2015,Illinois,17,Cook County,31,170100,"Census Tract 1701, Cook County, Illinois",13,811,1054,1865,1657,1381,482,-0.432301104,973,477,496,1728,717,1011,1111,973,138,1.79,-1.318008799,-1.654678159,3.031547228,1.311498265,-0.580309188,-0.569777889,-0.885511626,-0.115812062,-0.147182322,-0.741822242,-0.554573697,0.554573697,1.775950668,-2.043252287,0.21900835,0.15530374,-0.15530374,44.80215107,0.046045376
685,G1700310190401,2011-2015,Illinois,17,Cook County,31,190401,"Census Tract 1904.01, Cook County, Illinois",13,1900,2224,4124,2599,1868,402,0.01983115,1183,901,282,3056,2085,971,1332,1183,149,3.49,0.938501666,1.210081516,-0.089035643,0.158292626,-0.258200554,0.243383436,1.047856335,0.260866851,-0.543775619,0.542743745,1.048457535,-1.048457535,2.583262891,1.029662085,0.004206987,0.292338059,-0.292338059,28.53713762,0.024122686
686,G1700310210501,2011-2015,Illinois,17,Cook County,31,210501,"Census Tract 2105.01, Cook County, Illinois",13,2120,2142,4262,2733,1923,633,-0.301461398,1393,881,512,3258,2458,800,1513,1393,120,3.06,0.148723003,0.693027331,-0.686594065,-0.447924235,0.027948209,0.154770284,0.217263311,-0.207432831,-0.251607783,0.193653545,0.285444134,-0.285444134,2.338837042,1.035860426,-0.238381612,0.653484681,-0.653484681,25.52278082,0.018322169
687,G1700310241000,2011-2015,Illinois,17,Cook County,31,241000,"Census Tract 2410, Cook County, Illinois",13,989,1113,2102,1317,950,477,-0.168434745,660,377,283,1644,1051,593,834,660,174,2.95,-0.683365231,0.846746143,-0.686594065,-0.054231676,0.083800775,0.130130318,0.578048026,-0.068472673,0.43243777,0.296190319,-0.076264769,0.076264769,2.490909091,0.520160285,0.080666175,-0.781376893,0.781376893,34.75732958,0.052662621
688,G1700310242500,2011-2015,Illinois,17,Cook County,31,242500,"Census Tract 2425, Cook County, Illinois",13,2004,2006,4010,2811,2330,1286,0.19795414,1595,666,929,3136,2457,679,1704,1595,109,2.51,-0.373095042,-0.159413353,-0.686594065,0.095580537,0.655333198,-0.124642285,-0.462222436,-0.017952079,0.645423694,-0.252852044,-0.983890204,0.983890204,1.966144201,0.364396889,-0.384621742,0.823748917,-0.823748917,28.42459977,0.017821066
689,G1700310380700,2011-2015,Illinois,17,Cook County,31,380700,"Census Tract 3807, Cook County, Illinois",13,490,696,1186,932,750,117,-0.859208067,478,167,311,1008,474,534,589,478,111,2,-0.457714184,-1.053777349,-0.022640263,-0.848584804,-0.082226716,-0.368114152,0.01919538,0.237285446,-0.786084762,-0.27981134,-1.386631649,1.386631649,2.108786611,-1.279989822,0.295871123,-0.557493078,0.557493078,50.48325533,0.105613505
690,G1700310490400,2011-2015,Illinois,17,Cook County,31,490400,"Census Tract 4904, Cook County, Illinois",13,448,481,929,630,593,143,0.249724433,340,234,106,755,459,296,437,340,97,2.73,0.007691099,-0.592620913,-0.686594065,0.276748795,-0.568832634,-0.060205948,-0.081174018,0.650202704,-0.337846834,-0.074204347,0.614969781,-0.614969781,2.220588235,-0.20621374,0.053211608,-0.929332519,0.929332519,34.78500171,0.102308829
691,G1700310500300,2011-2015,Illinois,17,Cook County,31,500300,"Census Tract 5003, Cook County, Illinois",13,641,781,1422,1087,864,295,-0.602845195,721,315,406,1206,809,397,960,721,239,1.97,-1.444937513,-0.732365288,-0.686594065,-0.695288586,-0.908538652,-0.511322374,-0.885584269,-0.636996408,-0.366997821,-0.696385266,-0.869662126,0.869662126,1.672676838,-0.889210592,-0.261682385,-1.22880131,1.22880131,45.87561116,0.063627755
692,G1700310611400,2011-2015,Illinois,17,Cook County,31,611400,"Census Tract 6114, Cook County, Illinois",13,1870,1535,3405,1828,900,97,-0.700352826,910,697,213,2440,1492,948,1216,910,306,3.73,2.391130277,1.028413829,-0.686594065,-0.994913012,-0.745571576,0.715818511,0.579138935,-1.13067797,-1.138357034,0.752054263,1.073922263,-1.073922263,2.681318681,0.661394139,0.221669278,-1.258608021,1.258608021,31.81972901,0.034966735
693,G1700310650100,2011-2015,Illinois,17,Cook County,31,650100,"Census Tract 6501, Cook County, Illinois",13,2287,2228,4515,2740,1626,185,-0.252594464,1222,1026,196,3386,2404,982,1363,1222,141,3.69,1.291081426,1.419698078,0.043755118,-0.545476373,-0.799128831,0.522761288,0.910202376,-0.325044524,-1.024147956,0.713585588,1.509096041,-1.509096041,2.77086743,1.643298294,-0.012714496,0.385690111,-0.385690111,24.03289457,0.019666853
694,G1700310670400,2011-2015,Illinois,17,Cook County,31,670400,"Census Tract 6704, Cook County, Illinois",13,700,894,1594,958,734,69,-1.069079481,508,344,164,1224,704,520,696,508,188,3.14,0.247445336,0.846746143,-0.686594065,-0.691804581,-0.722618466,0.003267296,0.756356576,-0.05552962,-1.063828396,0.257674453,0.549581664,-0.549581664,2.409448819,-0.098866239,0.203820466,-1.463542235,1.463542235,43.10540507,0.08485316
695,G1700310831300,2011-2015,Illinois,17,Cook County,31,831300,"Census Tract 8313, Cook County, Illinois",13,501,544,1045,709,498,62,-0.616570167,375,291,84,899,472,427,396,375,21,2.79,0.670541048,-0.606595351,-0.686594065,-0.771936695,-0.918484999,-0.040889022,0.006090718,-0.331189617,-0.988603262,-0.029745314,1.1333799,-1.1333799,2.397333333,-0.479875154,0.317042104,0.945097389,-0.945097389,28.29426305,0.075451368
696,G1700310842000,2011-2015,Illinois,17,Cook County,31,842000,"Census Tract 8420, Cook County, Illinois",14,1654,1345,2999,1289,1061,367,0.662868718,345,156,189,2944,1012,1932,391,345,46,2.28,-0.852603516,-0.271208852,3.031547228,3.217248972,0.012646136,3.59895545,5.946282406,3.789875603,1.301900096,4.804740093,-0.779401763,0.779401763,8.533333333,4.537916621,4.707681735,0.228149019,-0.228149019,36.79996822,0.106666575
697,G1700310030104,2011-2015,Illinois,17,Cook County,31,30104,"Census Tract 301.04, Cook County, Illinois",12,1722,1765,3487,1486,1339,714,-0.501303025,1167,204,963,3421,1735,1686,1276,1167,109,1.54,-2.206509795,-1.347240535,0.973290441,-0.486248289,-0.97739798,0.106020718,0.155957482,-0.757157469,0.149699845,0.135060867,-2.417756386,2.417756386,2.931448158,0.20343367,0.618255674,0.585685466,-0.585685466,45.31236,0.038828072
698,G1700310060200,2011-2015,Illinois,17,Cook County,31,60200,"Census Tract 602, Cook County, Illinois",12,1037,1051,2088,1652,1528,1130,0.518153215,1062,307,755,1820,1555,265,1183,1062,121,1.96,-0.66926204,-1.137623973,-0.686594065,0.388236953,1.164892225,-0.419314321,-1.112660714,-0.069885884,1.302568089,-0.70142682,-1.742784238,1.742784238,1.713747646,0.136018204,-0.558006217,0.398626708,-0.398626708,28.5633266,0.026895788
699,G1700310061800,2011-2015,Illinois,17,Cook County,31,61800,"Census Tract 618, Cook County, Illinois",12,598,581,1179,795,762,605,-0.188192672,708,113,595,1099,884,215,729,708,21,1.52,-1.783414082,-1.528908222,-0.221826403,0.454433047,0.328633942,-0.558065242,-1.522817171,-0.924879231,0.768434519,-0.947688458,-2.507555833,2.507555833,1.552259887,-0.510075077,-0.504721036,1.213869097,-1.213869097,36.16228667,0.051076676
700,G1700310070103,2011-2015,Illinois,17,Cook County,31,70103,"Census Tract 701.03, Cook County, Illinois",12,747,882,1629,1014,1001,937,0.120053612,1168,177,991,1522,1390,132,1304,1168,136,1.39,-2.023168319,-1.696601471,0.973290441,0.767993492,2.19242642,-0.773914904,-1.681725997,-1.441970717,0.635114877,-1.16916001,-2.555185009,2.555185009,1.303082192,-0.685415373,-0.692358501,0.376301155,-0.376301155,32.08321761,0.027468508
701,G1700310090100,2011-2015,Illinois,17,Cook County,31,90100,"Census Tract 901, Cook County, Illinois",12,1509,1757,3266,2407,2197,1022,1.001656835,1308,936,372,2685,1720,965,1453,1308,145,2.5,-0.358991852,-1.025828474,0.442127399,-0.015907621,0.523735371,-0.232796167,-0.25451962,0.498191132,0.581881446,-0.266902367,0.776586433,-0.776586433,2.052752294,-0.311129806,-0.077504384,0.426240947,-0.426240947,23.03868539,0.017613674
702,G1700310110502,2011-2015,Illinois,17,Cook County,31,110502,"Census Tract 1105.02, Cook County, Illinois",12,1698,1932,3630,2603,2219,596,-0.138307677,1460,799,661,2803,1873,930,1626,1460,166,2.49,-0.175650376,-0.355055477,0.574918159,-0.07861971,-0.251314621,-0.222961402,-0.303015283,0.12130955,-0.369380972,-0.275612274,-0.217743963,0.217743963,1.919863014,-0.407334769,-0.1766887,0.40074939,-0.40074939,33.52573849,0.022962835
703,G1700310120400,2011-2015,Illinois,17,Cook County,31,120400,"Census Tract 1204, Cook County, Illinois",12,1696,1975,3671,2443,2126,951,1.13653108,1263,886,377,2761,1952,809,1338,1263,75,2.91,0.05000067,0.637129581,-0.354617164,0.56940521,0.722662319,-0.033695519,0.28047473,0.506752623,0.509537472,0.06840409,0.693347706,-0.693347706,2.186064925,0.379640988,-0.173192887,0.911550365,-0.911550365,24.48199565,0.019384003
704,G1700310160501,2011-2015,Illinois,17,Cook County,31,160501,"Census Tract 1605.01, Cook County, Illinois",12,2341,2342,4683,3051,1981,829,-0.085934088,1319,1016,303,3446,2532,914,1478,1319,159,3.55,0.966708047,1.34982589,-0.686594065,0.119968572,0.342405807,0.420989841,0.794564509,0.078933787,0.192227652,0.595429998,1.099595951,-1.099595951,2.612585292,1.500582803,-0.121612578,0.339871326,-0.339871326,22.63076486,0.017157517
705,G1700310170300,2011-2015,Illinois,17,Cook County,31,170300,"Census Tract 1703, Cook County, Illinois",12,2441,2490,4931,3451,3105,1035,0.12446521,1747,1175,572,3904,2793,1111,1936,1747,189,2.82,0.162826193,-0.019668978,0.242941258,0.043320463,-0.069985057,0.023580686,-0.055464405,0.728538412,0.100289188,-0.000370247,0.522506075,-0.522506075,2.234688037,0.539086237,-0.1777112,0.450313115,-0.450313115,25.20568743,0.014427984
706,G1700310210400,2011-2015,Illinois,17,Cook County,31,210400,"Census Tract 2104, Cook County, Illinois",12,1619,1478,3097,1909,1378,313,-0.420763078,971,618,353,2435,1505,930,1101,971,130,3.14,0.303858097,0.86072058,-0.686594065,-0.109975755,0.166431969,0.3078685,0.179537619,-0.11620398,-0.588303934,0.299994069,0.309126379,-0.309126379,2.507723996,0.392890544,0.139017304,0.223406636,-0.223406636,30.1370582,0.031037135
707,G1700310221200,2011-2015,Illinois,17,Cook County,31,221200,"Census Tract 2212, Cook County, Illinois",12,1672,1491,3163,2172,1753,1013,0.365670283,1215,581,634,2675,1966,709,1301,1215,86,2.6,-0.824397135,0.231870895,-0.686594065,0.412624988,0.298029796,0.001350576,-0.536283626,-0.060443534,0.715470163,-0.179848298,-0.625733615,0.625733615,2.201646091,0.597113338,-0.229288989,0.800050687,-0.800050687,27.59504866,0.022711974
708,G1700310240800,2011-2015,Illinois,17,Cook County,31,240800,"Census Tract 2408, Cook County, Illinois",12,870,893,1763,1155,939,313,-0.473739963,657,306,351,1368,905,463,720,657,63,2.6,0.148723003,-0.159413353,-0.686594065,-0.09255573,0.316392283,-0.053307854,-0.215847449,-0.092458561,-0.195538046,-0.114267532,-0.699190061,0.699190061,2.082191781,-0.123895496,-0.110029859,0.562642518,-0.562642518,33.32550728,0.050723755
709,G1700310241300,2011-2015,Illinois,17,Cook County,31,241300,"Census Tract 2413, Cook County, Illinois",12,938,1004,1942,1425,1351,1019,2.145542767,745,292,453,1694,1306,388,796,745,51,2.37,-1.035944991,-0.089541166,-0.686594065,2.823556413,1.703525191,-0.121869859,-0.243893657,0.81365543,2.07697275,-0.177049455,-1.135155241,1.135155241,2.273825503,1.00135261,-0.291028645,0.822603695,-0.822603695,27.37714075,0.03674784
710,G1700310271300,2011-2015,Illinois,17,Cook County,31,271300,"Census Tract 2713, Cook County, Illinois",12,565,618,1183,579,475,77,-0.944348141,347,275,72,794,408,386,418,347,71,3.41,0.571818715,1.182132641,-0.686594065,-0.656964532,-0.479315507,0.266703023,0.807649714,-0.234785457,-0.844384935,0.47985338,1.230884951,-1.230884951,2.288184438,-0.728190407,0.291183714,-0.351134848,0.351134848,37.01548931,0.10667288
711,G1700310301803,2011-2015,Illinois,17,Cook County,31,301803,"Census Tract 3018.03, Cook County, Illinois",12,2771,2503,5274,2904,1388,84,-0.726068296,1384,1039,345,3784,2334,1450,1518,1384,134,3.81,1.333390997,1.713161264,-0.686594065,-0.76845269,-0.701960668,0.66026896,0.874495045,-1.09794462,-1.255375617,0.808482011,0.98407057,-0.98407057,2.734104046,0.801787673,0.227504937,0.554054184,-0.554054184,30.00482833,0.021679789
712,G1700310310300,2011-2015,Illinois,17,Cook County,31,310300,"Census Tract 3103, Cook County, Illinois",12,987,686,1673,1240,963,471,-0.395650904,699,339,360,1461,1126,335,794,699,95,2.39,-0.782087564,-0.257234415,-0.155431023,-0.277207992,0.30721104,0.039120935,-1.132656866,-0.214016195,0.307751075,-0.35164191,-0.585630806,0.585630806,2.090128755,0.575437193,-0.331919549,0.205954946,-0.205954946,24.99763736,0.035761999
713,G1700310411200,2011-2015,Illinois,17,Cook County,31,411200,"Census Tract 4112, Cook County, Illinois",12,789,886,1675,1156,1119,1016,1.444174068,715,419,296,1416,943,473,822,715,107,2.29,-0.64105566,-0.564672038,-0.686594065,0.834189586,1.624719516,-0.285604729,-0.507162823,0.227845301,2.212586984,-0.393193501,0.011167149,-0.011167149,1.98041958,-0.299455021,-0.15252559,0.089198547,-0.089198547,23.31532164,0.032608841
714,G1700310560200,2011-2015,Illinois,17,Cook County,31,560200,"Census Tract 5602, Cook County, Illinois",12,807,734,1541,1164,907,136,-0.249502575,527,420,107,1364,767,597,610,527,83,2.92,0.191032574,0.022254334,0.508522779,0.151324616,-0.776175721,0.164678867,-0.134358015,0.595828592,-0.752190903,0.082751002,1.257210114,-1.257210114,2.588235294,0.109619408,0.311295291,0.023788337,-0.023788337,27.91805734,0.052975441
715,G1700310580502,2011-2015,Illinois,17,Cook County,31,580502,"Census Tract 5805.02, Cook County, Illinois",12,2744,2580,5324,3056,1866,349,-0.46759389,1301,1148,153,3964,2581,1383,1611,1301,310,4.03,1.827002661,1.810982326,-0.686594065,-0.726644631,-0.659879967,0.772867205,1.298102992,-0.080530521,-0.726210421,1.038941876,1.761854406,-1.761854406,3.04688701,1.693012167,0.242602431,-0.601564604,0.601564604,25.42156969,0.019540023
716,G1700310630100,2011-2015,Illinois,17,Cook County,31,630100,"Census Tract 6301, Cook County, Illinois",12,587,458,1045,581,354,36,-0.799481815,314,227,87,771,528,243,362,314,48,3.33,1.065430379,0.80482283,-0.686594065,-1.249245373,-0.86186733,0.520555888,0.025339159,-0.804321561,-1.117818064,0.413389251,0.819904707,-0.819904707,2.455414013,0.787143223,-0.041958936,0.062277027,-0.062277027,26.92585016,0.085751115
717,G1700310640500,2011-2015,Illinois,17,Cook County,31,640500,"Census Tract 6405, Cook County, Illinois",12,1580,1809,3389,2419,2168,495,0.702686219,1379,867,512,2784,1787,997,1549,1379,170,2.45,-0.260269519,-1.053777349,1.238871962,-0.601220453,-0.401274935,-0.241123668,-0.330843077,0.244634558,-0.494974966,-0.299124107,0.263402885,-0.263402885,2.018854242,-0.36841335,-0.092050096,0.315789694,-0.315789694,28.64505926,0.020772342
718,G1700310062400,2011-2015,Illinois,17,Cook County,31,62400,"Census Tract 624, Cook County, Illinois",11,702,815,1517,1182,1147,980,2.677460849,722,286,436,1265,1055,210,789,722,67,2.1,-0.782087564,-0.872109662,2.168407285,2.66677619,2.627770394,-0.423693183,-0.774949969,0.283522847,2.050345111,-0.590916058,-1.11049088,1.11049088,1.752077562,0.127030467,-0.517331583,0.591295075,-0.591295075,23.90559663,0.033110245
719,G1700310071600,2011-2015,Illinois,17,Cook County,31,71600,"Census Tract 716, Cook County, Illinois",11,864,802,1666,1249,1203,1069,2.958822777,689,331,358,1353,998,355,823,689,134,2.42,-0.288475899,-0.634544226,1.371662722,3.053500739,4.473965489,-0.127205225,-0.689538823,0.654662676,2.545403121,-0.331523407,-0.612637692,0.612637692,1.96371553,0.088849351,-0.296506339,-0.273050968,0.273050968,19.60441015,0.028453425
720,G1700310140701,2011-2015,Illinois,17,Cook County,31,140701,"Census Tract 1407.01, Cook County, Illinois",11,1277,1365,2642,1860,1611,683,0.096185734,979,563,416,2046,1626,420,1125,979,146,2.7,0.064103861,0.036228771,-0.686594065,-0.06468369,0.05549194,-0.074156978,-0.130741065,0.417751699,0.368506522,-0.101774118,-0.053437943,0.053437943,2.08988764,0.725269131,-0.38137023,0.093553911,-0.093553911,27.4142641,0.028002313
721,G1700310240200,2011-2015,Illinois,17,Cook County,31,240200,"Census Tract 2402, Cook County, Illinois",11,835,672,1507,1259,1154,828,2.184153678,795,248,547,1300,1041,259,827,795,32,1.9,-0.711571612,-1.528908222,0.043755118,-0.402632171,2.462508007,-0.341580146,-1.46297188,-0.039750564,1.245152976,-0.759138734,-1.60768071,1.60768071,1.635220126,-0.32776147,-0.482957601,1.104163488,-1.104163488,20.90946683,0.026301216
722,G1700310283100,2011-2015,Illinois,17,Cook County,31,283100,"Census Tract 2831, Cook County, Illinois",11,1417,1500,2917,1607,1522,956,-0.131633721,1166,537,629,2381,1468,913,1311,1166,145,2.5,-0.260269519,-0.187362228,1.570848863,1.304530255,1.096032897,-0.167964698,-0.392409383,-0.384685555,0.680166133,-0.262995078,-0.72993233,0.72993233,2.042024014,-0.478860971,-0.032970146,0.306310145,-0.306310145,32.36965903,0.027761286
