,GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,TRACTA,NAME_E,fire_per_tract,total_males,total_females,total_pop,pop_above_25,educ_pop_above_25_HS_or_above,educ_pop_above_25_bach_or_above,med_income_past_12_month,num_HH,total_fam_HH_householder,total_nonfam_HH_householder,total_pop_over16,total_pop_over16_labor_force,total_pop_over16_NOT_labor_force,total_housing_units,total_occupied_housing_units,total_vacant_housing_units,av_HH_size_total,av_HH_size_owner,av_HH_size_renter,med_yr_built,med_rent,med_house_value_owner,male_per_HH,female_per_HH,educ_HS_per_HH,educ_bach_per_HH,med_pop_per_HH,famHH_per_HH,non-famHH_per_HH,pop_over16_per_HH,pop_over16_labor_force_per_HH,pop_over16_NOT_labor_force_per_HH,occupied_HH_per_total_housing_units,vacancy_per_total_housing_unit,prediction,fire_score
239,G1700310730600,2011-2015,Illinois,17,Cook County,31,730600,"Census Tract 7306, Cook County, Illinois",41,1515,1761,3276,2618,2279,489,-0.003471137,1262,862,400,2891,1722,1169,1367,1262,105,2.6,-0.119237615,-0.71839085,0.176545878,0.071192503,-0.730269503,-0.183531993,-0.128012905,0.795827651,-0.422253726,-0.185915975,0.584298601,-0.584298601,2.290808241,-0.16276512,0.108047902,0.681246355,-0.681246355,29.5971586,0.023452582
240,G1700310837100,2011-2015,Illinois,17,Cook County,31,837100,"Census Tract 8371, Cook County, Illinois",41,920,1076,1996,1293,1035,261,-0.98035734,806,368,438,1582,870,712,867,806,61,2.4,0.007691099,-0.508774289,-0.686594065,-0.329468067,-0.495382684,-0.245669092,-0.274623506,-0.434680473,-0.584547988,-0.283695201,-0.753401316,0.753401316,1.962779156,-1.016997203,0.065795451,0.7528447,-0.7528447,41.44106542,0.051415714
241,G1700310020302,2011-2015,Illinois,17,Cook County,31,20302,"Census Tract 203.02, Cook County, Illinois",40,2270,2616,4886,3342,2900,1692,0.392139872,1749,1063,686,3919,2470,1449,1888,1749,139,2.56,-0.739777992,0.343666395,-0.686594065,-0.015907621,0.69358838,-0.081006528,0.115400198,0.447311666,1.056240968,-0.024072961,0.139710643,-0.139710643,2.240708977,-0.019737767,0.011764132,0.716614621,-0.716614621,26.34942424,0.015065423
242,G1700310070200,2011-2015,Illinois,17,Cook County,31,70200,"Census Tract 702, Cook County, Illinois",40,2192,1944,4136,3050,2996,2433,1.398323612,2011,678,1333,3682,3067,615,2180,2011,169,1.96,-0.923119468,-1.067751786,0.309336639,0.97006578,2.140399372,-0.2998049,-1.168374351,0.050421768,1.674316149,-0.627276336,-1.458852454,1.458852454,1.830929886,0.318472751,-0.502609351,0.673341974,-0.673341974,22.74828136,0.011311925
243,G1700310390300,2011-2015,Illinois,17,Cook County,31,390300,"Census Tract 3903, Cook County, Illinois",40,1059,1649,2708,1768,1491,437,-1.068363068,1328,557,771,2014,1180,834,1590,1328,262,1.93,-1.106460943,-0.969930724,1.504453483,-1.249245373,-0.112830861,-0.607737056,-0.500960202,-0.815282621,-0.571176379,-0.641626989,-0.972827609,0.972827609,1.516566265,-1.588840445,-0.185520749,-0.294808137,0.294808137,42.0052839,0.031630485
244,G1700310400300,2011-2015,Illinois,17,Cook County,31,400300,"Census Tract 4003, Cook County, Illinois",40,577,741,1318,765,679,152,-0.51182299,515,342,173,868,597,271,710,515,195,2.49,-0.161547186,-0.257234415,-0.221826403,0.126936582,-0.438765014,-0.267825641,-0.022620879,-0.353720821,-0.657654917,-0.215921312,0.4722751,-0.4722751,1.685436893,-0.777836601,-0.28570612,-1.513837035,1.513837035,41.85456526,0.081271001
245,G1700310431200,2011-2015,Illinois,17,Cook County,31,431200,"Census Tract 4312, Cook County, Illinois",40,1553,1743,3296,2215,2034,663,0.152744685,1132,767,365,2637,1589,1048,1310,1132,178,2.91,0.05000067,0.539308519,-0.686594065,0.057256483,-0.577248774,-0.003094826,0.22227245,0.774498025,0.083067371,0.072569841,0.551923617,-0.551923617,2.3295053,-0.04528211,0.107543626,0.025871064,-0.025871064,33.13248857,0.029268983
246,G1700310670500,2011-2015,Illinois,17,Cook County,31,670500,"Census Tract 6705, Cook County, Illinois",40,537,535,1072,782,653,77,-0.865316434,348,219,129,859,470,389,452,348,104,3.08,0.853882523,-0.145438915,-0.686594065,-0.4235362,-0.966686529,0.177092503,0.216457368,0.962270659,-0.846010582,0.210741912,0.266910849,-0.266910849,2.468390805,-0.204491732,0.296521925,-1.019433033,1.019433033,40.21269088,0.115553709
247,G1700310680500,2011-2015,Illinois,17,Cook County,31,680500,"Census Tract 6805, Cook County, Illinois",40,605,669,1274,656,489,35,-1.150147311,379,297,82,987,523,464,645,379,266,3.36,0.37437405,1.307902578,-0.686594065,-0.061199685,-1.027129717,0.233089583,0.769288228,-0.420250632,-1.174674082,0.440771791,1.178514846,-1.178514846,2.604221636,-0.116483069,0.401293314,-3.042285417,3.042285417,49.38863944,0.130313033
248,G1700310842300,2011-2015,Illinois,17,Cook County,31,842300,"Census Tract 8423, Cook County, Illinois",40,1974,1780,3754,3061,2886,2315,2.562269118,1576,614,962,3306,2749,557,1735,1576,159,2.3,-1.021841801,-0.159413353,2.898756468,2.579676066,1.386007179,-0.128734776,-0.773414473,0.855625106,2.334780526,-0.361005804,-1.149050439,1.149050439,2.097715736,0.975192594,-0.455755352,0.516678173,-0.516678173,24.03159471,0.015248474
249,G1700310020100,2011-2015,Illinois,17,Cook County,31,20100,"Census Tract 201, Cook County, Illinois",39,1657,2242,3899,2565,2218,1002,0.023827983,1473,827,646,2891,1668,1223,1702,1473,229,2.61,-0.514126946,0.245845333,-0.089035643,-0.036811651,-0.698900253,-0.263061083,0.179347594,0.088073157,0.324130337,-0.144088061,-0.133991395,0.133991395,1.962661236,-0.858258327,0.013540462,0.040630956,-0.040630956,41.17698507,0.027954504
250,G1700310030102,2011-2015,Illinois,17,Cook County,31,30102,"Census Tract 301.02, Cook County, Illinois",39,1338,1542,2880,2550,2362,1219,-0.233477538,1717,521,1196,2712,1990,722,2114,1717,397,1.64,-1.529556655,-1.486984909,0.70770892,-0.698772591,-0.379852033,-0.626865219,-1.334856105,-0.218797219,0.399886445,-0.937792096,-1.657968166,1.657968166,1.579499126,-0.778510911,-0.389743728,-0.550177219,0.550177219,38.42138844,0.022377046
251,G1700310062100,2011-2015,Illinois,17,Cook County,31,62100,"Census Tract 621, Cook County, Illinois",39,2082,1513,3595,2786,2737,2080,1.562005216,1712,392,1320,3353,2849,504,2000,1712,288,2.1,-1.233389657,-0.606595351,-0.686594065,1.719126844,1.26665101,-0.167064127,-1.3695971,0.307277841,1.687337204,-0.591918675,-2.097814993,2.097814993,1.958528037,0.735028258,-0.513853782,-0.064247246,0.064247246,30.53229835,0.017834286
252,G1700310081201,2011-2015,Illinois,17,Cook County,31,81201,"Census Tract 812.01, Cook County, Illinois",39,1659,2733,4392,3298,3280,2883,0.990872928,2783,777,2006,4283,2764,1519,3638,2783,855,1.46,-1.896239606,-1.654678159,1.637244243,2.185983507,2.571152724,-0.819631846,-1.131123763,-0.683579041,1.230934796,-1.018985971,-1.801156002,1.801156002,1.538986705,-1.275372427,-0.266416425,-1.074141591,1.074141591,38.0340489,0.013666564
253,G1700310161300,2011-2015,Illinois,17,Cook County,31,161300,"Census Tract 1613, Cook County, Illinois",39,1860,2045,3905,2642,2057,541,-0.408320109,1396,847,549,3126,1905,1221,1638,1396,242,2.76,0.332064478,0.022254334,-0.686594065,-0.350372096,-0.168683427,-0.044701032,0.040629536,0.011954601,-0.422111909,-0.021059355,0.133553683,-0.133553683,2.239255014,-0.16242837,0.057200974,-0.105756757,0.105756757,33.52375097,0.024014148
254,G1700310230900,2011-2015,Illinois,17,Cook County,31,230900,"Census Tract 2309, Cook County, Illinois",39,2534,2796,5330,3421,2563,788,-0.534220334,1912,1113,799,4172,2618,1554,2126,1912,214,2.74,0.37437405,-0.033643416,-0.686594065,-0.228431923,-0.193166744,-0.052136505,0.034425486,-0.301753407,-0.359400656,-0.028934746,-0.011875435,0.011875435,2.182008368,-0.148544505,-0.003698806,0.41664362,-0.41664362,32.97483036,0.01724625
255,G1700310720200,2011-2015,Illinois,17,Cook County,31,720200,"Census Tract 7202, Cook County, Illinois",39,1925,2387,4312,2836,2698,1378,0.600804696,1564,1004,560,3483,2189,1294,1662,1564,98,2.75,0.317961288,-1.011854036,-0.686594065,-0.46534426,-0.032494979,-0.151595255,0.189420722,0.605265502,0.83613329,-0.05400204,0.341533975,-0.341533975,2.226982097,-0.057548571,0.010674,0.879248455,-0.879248455,25.19346732,0.016108355
256,G1700310730700,2011-2015,Illinois,17,Cook County,31,730700,"Census Tract 7307, Cook County, Illinois",39,1050,1295,2345,1573,1340,320,-0.245656566,731,581,150,1846,1062,784,847,731,116,3.21,0.444890002,1.112260454,0.110150498,0.886449661,-0.760873648,0.064772378,0.78475657,0.860075644,-0.29407742,0.315087469,1.244437772,-1.244437772,2.525307798,0.101818284,0.251927272,0.0139314,-0.0139314,34.77902165,0.047577321
257,G1700310760802,2011-2015,Illinois,17,Cook County,31,760802,"Census Tract 7608.02, Cook County, Illinois",39,990,1384,2374,1897,1637,569,0.095016849,1139,625,514,2063,1160,903,1177,1139,38,2.08,-1.078254562,-0.662493101,1.371662722,0.175712651,0.223049639,-0.532224993,-0.565548047,-0.073586504,-0.136510657,-0.604687159,-0.209080557,0.209080557,1.811237928,-1.199672912,-0.023343314,1.175269463,-1.175269463,31.92128229,0.028025709
258,G1700310834900,2011-2015,Illinois,17,Cook County,31,834900,"Census Tract 8349, Cook County, Illinois",39,979,1347,2326,1503,1128,145,-1.114779114,826,491,335,1755,757,998,1003,826,177,2.77,0.458993192,-0.047617853,-0.686594065,-1.005365027,-1.196217622,-0.199578168,0.443093896,-0.242470813,-0.96256978,-0.005750082,0.060884875,-0.060884875,2.124697337,-1.505211892,0.385505553,-0.424521215,0.424521215,50.51722682,0.06115887
259,G1700310836400,2011-2015,Illinois,17,Cook County,31,836400,"Census Tract 8364, Cook County, Illinois",39,1391,1914,3305,2084,1830,820,-0.607294499,1530,702,828,2542,1753,789,1737,1530,207,2.16,-0.598746088,-0.788263037,3.164337989,-2.095858576,-0.33930154,-0.490158908,-0.478480741,-0.642319933,-0.043745053,-0.54260246,-0.740123694,0.740123694,1.661437908,-0.818201661,-0.296066622,0.21124047,-0.21124047,30.37723993,0.019854405
260,G1700310080100,2011-2015,Illinois,17,Cook County,31,80100,"Census Tract 801, Cook County, Illinois",38,3235,3843,7078,6075,6012,4992,1.405487745,4296,1482,2814,6392,4605,1787,4672,4296,376,1.65,-1.430834322,-1.556857097,0.7741043,1.900295101,2.042466106,-0.654483567,-1.343410022,-0.162698845,1.552364633,-0.962156579,-1.412623525,1.412623525,1.487895717,-1.039400764,-0.394204437,0.640538264,-0.640538264,29.49693707,0.00686614
261,G1700310241100,2011-2015,Illinois,17,Cook County,31,241100,"Census Tract 2411, Cook County, Illinois",38,2211,1851,4062,2928,2613,1512,0.457258078,1610,625,985,3356,2931,425,1731,1610,121,2.52,0.219238955,-0.327106602,-0.686594065,0.545017176,0.958314241,-0.001638344,-0.724279828,0.364508942,0.984144114,-0.245587503,-1.157291341,1.157291341,2.08447205,1.203532744,-0.543789161,0.757901581,-0.757901581,24.02702431,0.014923618
262,G1700310260400,2011-2015,Illinois,17,Cook County,31,260400,"Census Tract 2604, Cook County, Illinois",38,829,779,1608,841,473,4,-0.924213155,399,327,72,1031,491,540,546,399,147,4.03,0.444890002,2.49572976,-0.686594065,-0.266755977,-0.619329474,0.739762589,1.223582623,-0.667354333,-1.384551994,0.988058927,1.390615149,-1.390615149,2.5839599,-0.564041697,0.528356522,-1.453731976,1.453731976,46.73682177,0.117134892
263,G1700310390400,2011-2015,Illinois,17,Cook County,31,390400,"Census Tract 3904, Cook County, Illinois",38,1364,1329,2693,2037,1609,568,-0.902833871,1440,497,943,2218,1330,888,1755,1440,315,1.8,-1.078254562,-1.207496161,0.442127399,-1.14820923,-0.308697394,-0.450087293,-1.274581115,-0.827970731,-0.404498796,-0.779978116,-1.411638138,1.411638138,1.540277778,-1.483799724,-0.196686352,-0.457991481,0.457991481,42.03833672,0.029193289
264,G1700310530100,2011-2015,Illinois,17,Cook County,31,530100,"Census Tract 5301, Cook County, Illinois",38,1005,1176,2181,1295,783,43,-1.027376682,724,440,284,1598,959,639,965,724,241,3.01,0.741057,0.245845333,-0.686594065,-0.953104953,-1.185506171,0.013970201,0.427463237,-0.912566883,-1.258693397,0.155056245,0.139468079,-0.139468079,2.20718232,-0.28236262,0.065029774,-1.237484565,1.237484565,45.403178,0.062711572
265,G1700310680600,2011-2015,Illinois,17,Cook County,31,680600,"Census Tract 6806, Cook County, Illinois",38,704,740,1444,721,543,45,-1.010333584,395,291,104,985,572,413,700,395,305,3.66,1.657764376,1.321877015,-0.686594065,-0.245851948,-1.165613477,0.428830167,1.03196541,-0.221088851,-1.119668015,0.681607337,0.901294305,-0.901294305,2.493670886,0.087726383,0.225420261,-3.3009322,3.3009322,52.36091753,0.132559285
266,G1700310841400,2011-2015,Illinois,17,Cook County,31,841400,"Census Tract 8414, Cook County, Illinois",38,558,655,1213,722,567,67,-1.03178828,373,248,125,883,472,411,567,373,194,3.17,-0.175650376,1.126234891,-0.686594065,0.036352453,-0.535933177,0.127492379,0.747110142,0.121885542,-0.952168403,0.351166628,0.477010519,-0.477010519,2.367292225,-0.459653524,0.280835083,-2.262818163,2.262818163,51.58604019,0.138300376
267,G1700310843400,2011-2015,Illinois,17,Cook County,31,843400,"Census Tract 8434, Cook County, Illinois",38,622,659,1281,837,680,92,-0.909319298,423,278,145,1034,598,436,559,423,136,3.03,0.72695381,0.036228771,-0.686594065,-0.778904705,-0.910833963,0.100622073,0.266357584,0.328150255,-0.85562267,0.168102333,0.4317114,-0.4317114,2.444444444,-0.015315176,0.210818603,-1.165926586,1.165926586,37.79967794,0.089360941
268,G1700310020901,2011-2015,Illinois,17,Cook County,31,20901,"Census Tract 209.01, Cook County, Illinois",37,2513,2491,5004,3170,2663,1257,-0.415710479,1695,915,780,3775,2706,1069,2151,1695,456,2.94,-0.175650376,0.595206269,-0.686594065,0.315072849,-0.763934063,0.113406773,0.052075638,0.242129201,0.480534559,0.105763761,-0.261674531,0.261674531,2.227138643,0.532253129,-0.182896582,-0.818672141,0.818672141,37.44922627,0.022093939
269,G1700310030604,2011-2015,Illinois,17,Cook County,31,30604,"Census Tract 306.04, Cook County, Illinois",37,1525,1385,2910,2528,2425,1362,-0.669471639,1960,446,1514,2670,1832,838,2238,1960,278,1.48,-1.882136415,-1.584805971,0.7741043,-0.144815804,-0.532872762,-0.628133446,-1.799429707,-0.545230912,0.361488672,-1.095487911,-2.106208244,2.106208244,1.362244898,-1.450592508,-0.382805297,0.155241262,-0.155241262,43.51705045,0.022202577
270,G1700310040100,2011-2015,Illinois,17,Cook County,31,40100,"Census Tract 401, Cook County, Illinois",37,2139,1906,4045,3023,2586,1543,0.594809447,1675,783,892,3356,2321,1035,1880,1675,205,2.29,-0.556436517,-0.592620913,-0.686594065,-0.096039735,0.936126235,-0.102972279,-0.752863484,0.177953799,0.93841637,-0.334037796,-0.689093762,0.689093762,2.00358209,-0.099331054,-0.19546228,0.323619403,-0.323619403,26.55676669,0.015854786
271,G1700310070300,2011-2015,Illinois,17,Cook County,31,70300,"Census Tract 703, Cook County, Illinois",37,1896,1530,3426,2399,2399,2160,1.772517632,1652,454,1198,3100,2670,430,1800,1652,148,2.07,-1.035944991,-0.7742886,1.106081201,2.112819403,1.571927364,-0.239079705,-1.266734609,-0.038319339,1.923294741,-0.613228487,-1.827008436,1.827008436,1.876513317,0.591467615,-0.547415373,0.621201544,-0.621201544,26.44624916,0.016008625
272,G1700310191100,2011-2015,Illinois,17,Cook County,31,191100,"Census Tract 1911, Cook County, Illinois",37,3912,3658,7570,4128,2192,296,-0.174354582,1922,1560,362,5587,3853,1734,2250,1922,328,3.94,2.391130277,1.168158204,-0.686594065,-0.535024359,-0.496147787,0.695225608,1.104299609,-0.773449148,-1.01748097,0.913185614,1.343984692,-1.343984692,2.906867846,1.755407126,0.084307915,-0.083972394,0.083972394,24.926072,0.01296882
273,G1700310300700,2011-2015,Illinois,17,Cook County,31,300700,"Census Tract 3007, Cook County, Illinois",37,2525,2385,4910,2521,1112,222,-0.834661482,1339,1073,266,3413,2085,1328,1551,1339,212,3.67,0.416683621,1.755084576,-0.686594065,-0.886908858,-0.620094578,0.537721381,0.80813543,-1.504587656,-0.987425327,0.690791091,1.283083984,-1.283083984,2.548917102,0.414414956,0.17248782,0.016904366,-0.016904366,30.53770587,0.022806352
274,G1700310410900,2011-2015,Illinois,17,Cook County,31,410900,"Census Tract 4109, Cook County, Illinois",37,1314,1666,2980,2261,2103,1633,0.065153723,1638,454,1184,2605,1693,912,1774,1638,136,1.75,-1.374421561,-1.291342785,-0.686594065,-0.130879784,0.108284092,-0.602729098,-1.046044347,-0.435237829,1.131545102,-0.821599484,-1.813134059,1.813134059,1.59035409,-1.154308116,-0.255627451,0.682884313,-0.682884313,38.30423759,0.02338476
275,G1700310490800,2011-2015,Illinois,17,Cook County,31,490800,"Census Tract 4908, Cook County, Illinois",37,1506,2377,3883,2650,2258,562,-0.300744984,1444,1011,433,3188,1826,1362,1634,1444,190,2.69,-0.119237615,-0.075566728,0.176545878,-0.447924235,-0.74021585,-0.34934586,0.480394822,0.224724945,-0.417877653,-0.109643705,0.685279873,-0.685279873,2.207756233,-0.462268131,0.124685862,0.243327396,-0.243327396,34.22271763,0.023699943
276,G1700310660400,2011-2015,Illinois,17,Cook County,31,660400,"Census Tract 6604, Cook County, Illinois",37,2821,3509,6330,3351,1769,253,-0.234344776,1473,1258,215,4422,2907,1515,1579,1473,106,4.3,2.800122799,1.252004828,0.176545878,-0.806776745,-0.869518366,0.568669346,2.266640917,-0.630829545,-0.972223169,1.206841263,1.594344262,-1.594344262,3.00203666,1.662045037,0.208634152,0.788643534,-0.788643534,26.23313222,0.017809323
277,G1700310691300,2011-2015,Illinois,17,Cook County,31,691300,"Census Tract 6913, Cook County, Illinois",37,1441,1217,2658,1720,1558,370,-0.558955449,926,549,377,2060,1282,778,1184,926,258,2.87,0.980811237,-0.969930724,-0.686594065,-1.008849032,-0.771585099,0.19083012,-0.324934879,0.504893351,-0.391436521,0.038803913,0.051679555,-0.051679555,2.22462203,-0.102993716,0.023278118,-0.884256837,0.884256837,32.67793177,0.035289343
278,G1700310711400,2011-2015,Illinois,17,Cook County,31,711400,"Census Tract 7114, Cook County, Illinois",37,1166,1180,2346,1581,1216,216,-0.629654138,803,495,308,1938,922,1016,911,803,108,2.92,0.007691099,0.637129581,-0.686594065,-0.778904705,-0.884055335,0.081261533,0.0517672,0.108239687,-0.724333793,0.080660021,0.190878357,-0.190878357,2.413449564,-0.810882805,0.441624824,0.21811896,-0.21811896,39.40562597,0.049073009
279,G1700310834800,2011-2015,Illinois,17,Cook County,31,834800,"Census Tract 8348, Cook County, Illinois",37,581,877,1458,1012,711,79,-1.028168507,580,277,303,1149,529,620,1040,580,460,2.49,0.078207051,-0.438902102,-0.686594065,-1.061109106,-0.91236417,-0.392722672,0.155093456,-0.572076736,-1.062859291,-0.253108646,-0.629295975,0.629295975,1.981034483,-1.51838337,0.24844543,-3.374088638,3.374088638,68.59907433,0.118274266
280,G1700310838600,2011-2015,Illinois,17,Cook County,31,838600,"Census Tract 8386, Cook County, Illinois",37,661,713,1374,647,363,15,-1.440709496,454,255,199,898,235,663,650,454,196,2.61,0.910295285,-0.075566728,-0.686594065,-0.792840725,-0.609383127,0.08535832,0.296848515,-1.577489747,-1.325877748,0.16651672,-0.132604658,0.132604658,1.977973568,-2.70026456,0.63363047,-1.812198561,1.812198561,67.0961887,0.147788962
281,G1700310841700,2011-2015,Illinois,17,Cook County,31,841700,"Census Tract 8417, Cook County, Illinois",37,712,895,1607,1078,651,110,-1.131595975,703,316,387,1277,611,666,885,703,182,2.29,0.628231477,-0.844160787,-0.686594065,-1.322409477,-0.766229374,-0.381062657,-0.424766955,-1.27921238,-1.011194009,-0.439638459,-0.795183475,0.795183475,1.816500711,-1.647034226,0.128775145,-0.748275161,0.748275161,49.71939796,0.070724606
282,G1700310250800,2011-2015,Illinois,17,Cook County,31,250800,"Census Tract 2508, Cook County, Illinois",36,1076,1272,2348,1543,1107,124,-0.506091683,807,606,201,1819,1030,789,895,807,88,2.91,0.529509144,0.036228771,-0.686594065,-0.298112022,-0.599436779,-0.043695755,0.310737761,-0.228014041,-1.018375132,0.070835096,0.985292248,-0.985292248,2.254027261,-0.426944361,0.158621338,0.442545729,-0.442545729,32.57559233,0.040366285
283,G1700310410500,2011-2015,Illinois,17,Cook County,31,410500,"Census Tract 4105, Cook County, Illinois",36,1237,1372,2609,1524,1460,977,-0.104372306,1148,495,653,2229,1507,722,1432,1148,284,2.18,-1.064151372,-0.522748726,-0.022640263,0.478821082,0.64309154,-0.31293919,-0.6140304,-0.463788698,0.759576554,-0.450500267,-0.903381401,0.903381401,1.941637631,-0.31792222,-0.184627321,-0.666993677,0.666993677,34.8089366,0.030321373
284,G1700310580100,2011-2015,Illinois,17,Cook County,31,580100,"Census Tract 5801, Cook County, Illinois",36,1629,1414,3043,1854,1219,258,-0.362695889,860,700,160,2327,1475,852,977,860,117,3.53,1.347494187,0.874695018,-0.686594065,-0.486248289,-0.388268173,0.546615661,0.475697197,-0.120245536,-0.645279006,0.585570536,1.357564235,-1.357564235,2.705813953,0.88778156,0.171417809,0.204767795,-0.204767795,24.56591349,0.028565016
